route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url
90645,BRAVO:ARR,1,Tolberg West - Kortendijk,,3,0000ff,ffffff,
90646,BRAVO:ARR,2,Langdonk - Tolberg Oost,,3,0000ff,ffffff,
90647,BRAVO:ARR,3,Kortendijk - Kroeven,,3,0000ff,ffffff,
90648,BRAVO:ARR,4,Station - WVS,,3,0000ff,ffffff,
90649,ARR,9,West-Terschelling - Oosterend,,3,ff00ff,000000,
90650,BRAVO:ARR,103,Willemstad via Oud Gastel - Roosendaal,,3,0000ff,ffffff,
90651,BRAVO:ARR,104,Bergen op Zoom - Roosendaal,,3,0000ff,ffffff,
90652,BRAVO:ARR,105,Bergen op Zoom - Ossendrecht,,3,0000ff,ffffff,
90653,BRAVO:ARR,106,Bergen op Zoom - Putte,,3,0000ff,ffffff,
90654,BRAVO:ARR,110,Dinteloord via Bergen op Zoom - Ossendrecht,,3,0000ff,ffffff,
90655,BRAVO:ARR,111,Steenbergen via Dinteloord - Roosendaal,,3,0000ff,ffffff,
90656,BRAVO:ARR,112,Roosendaal via Heerle - Bergen op Zoom,,3,0000ff,ffffff,
90657,BRAVO:ARR,115,Breda - Zundert,,3,0000ff,ffffff,
90658,BRAVO:ARR,117,Breda via Zevenbergen - Fijnaart,,3,0000ff,ffffff,
90659,BRAVO:ARR,119,Breda via Prinsenbeek - Zevenbergen,,3,0000ff,ffffff,
90660,BRAVO:ARR,120,Werkendam - Gorinchem,,3,0000ff,ffffff,
90661,BRAVO:ARR,121,'s-Hertogenbosch - Gorinchem,,3,,,
90662,BRAVO:ARR,122,Breda - Lage Zwaluwe,,3,0000ff,ffffff,
90663,BRAVO:ARR,123,Breda via Made - Raamsdonksveer,,3,0000ff,ffffff,
90664,BRAVO:ARR,130,Breda via Rijen - Gilze,,3,0000ff,ffffff,
90665,BRAVO:ARR,132,Breda - Baarle-Nassau,,3,0000ff,ffffff,
90666,BRAVO:ARR,200,Dinteloord via Heijningen - Fijnaart,,3,0000ff,ffffff,
90667,BRAVO:ARR,210,Klundert - Oudenbosch,,3,0000ff,ffffff,
90668,BRAVO:ARR,211,Nispen via Roosendaal - Oudenbosch,,3,0000ff,ffffff,
90669,BRAVO:ARR,212,Steenbergen via Moerstraten - Wouw,,3,0000ff,ffffff,
90670,BRAVO:ARR,213,Oud Gastel via Kruisland - Steenbergen,,3,0000ff,ffffff,
90671,BRAVO:ARR,214,Anna Jacobapolder - Steenbergen,,3,0000ff,ffffff,
90672,BRAVO:ARR,215,Grauwe Polder via Centrum - Leur,,3,0000ff,ffffff,
90673,BRAVO:ARR,216,Prinsenbeek - Etten-Leur,,3,0000ff,ffffff,
90674,BRAVO:ARR,218,Zevenbergschen Hoek - Zevenbergen,,3,0000ff,ffffff,
90675,BRAVO:ARR,219,Zevenbergen - Etten-Leur,,3,0000ff,ffffff,
90676,BRAVO:ARR,220,Klein Zundert via Achtmaal - Roosendaal,,3,0000ff,ffffff,
90677,BRAVO:ARR,221,Almkerk via Giessen en Sleeuwijk - Almkerk,,3,0000ff,ffffff,
90678,BRAVO:ARR,223,Almkerk - Waalwijk,,3,0000ff,ffffff,
90679,BRAVO:ARR,224,Drimmelen via Made - Oosterhout,,3,0000ff,ffffff,
90680,BRAVO:ARR,225,Zundert - Etten-Leur,,3,0000ff,ffffff,
90681,BRAVO:ARR,226,Buurstede/Den Hout - Centrum,,3,0000ff,ffffff,
90682,BRAVO:ARR,227,Hank via Wijk en Aalburg - Waalwijk,,3,0000ff,ffffff,
90683,BRAVO:ARR,228,Almkerk - Wijk en Aalburg Kromme Nol,,3,0000ff,ffffff,
90684,BRAVO:ARR,229,Almkerk - Raamsdonksveer,,3,0000ff,ffffff,
90685,BRAVO:ARR,230,Rijen via Oosterhout - 's Gravenmoer,,3,,,
90686,BRAVO:ARR,231,Waalwijk via 's-Gravenmoer - Rijen,,3,,,
90687,BRAVO:ARR,233,Waalwijk - Wijk en Aalburg Kromme Nol,,3,0000ff,ffffff,
90688,BRAVO:ARR,310,Rotterdam - Bergen op Zoom,,3,0000ff,ffffff,
90689,BRAVO:ARR,311,Breda via Etten-Leur - Oud Gastel,,3,0000ff,ffffff,
90690,BRAVO:ARR,312,Breda via Etten-Leur - Roosendaal,,3,0000ff,ffffff,
90691,BRAVO:ARR,316,Breda - Etten-Leur,,3,0000ff,ffffff,
90692,BRAVO:ARR,325,Breda - Oosterhout,,3,0000ff,ffffff,
90693,BRAVO:ARR,326,Breda via Oosterhout - Geertruidenberg,,3,0000ff,ffffff,
90694,BRAVO:ARR,327,Breda via Oosterhout - Tilburg,,3,0000ff,ffffff,
90695,BRAVO:ARR,328,Oosterhout - Tilburg,,3,0000ff,ffffff,
90696,BRAVO:ARR,400,Oosterhout - Utrecht,,3,0000ff,ffffff,
90697,BRAVO:ARR,401,Breda - Utrecht,,3,0000ff,ffffff,
90698,BRAVO:ARR,402,Breda - Gorinchem,,3,0000ff,ffffff,
90699,BRAVO:ARR,603,Willemstad via Oud Gastel - Roosendaal,,3,0000ff,ffffff,
90700,BRAVO:ARR,610,Klundert - Oudenbosch,,3,0000ff,ffffff,
90701,BRAVO:ARR,611,Breda via Etten-Leur - Oud Gastel,,3,0000ff,ffffff,
90702,BRAVO:ARR,613,Steenbergen - Wouw,,3,0000ff,ffffff,
90703,BRAVO:ARR,614,Anna Jacobapolder - Steenbergen,,3,0000ff,ffffff,
90704,BRAVO:ARR,615,Zundert  - Breda,,3,0000ff,ffffff,
90705,BRAVO:ARR,617,Willemstad - Zevenbergen,,3,0000ff,ffffff,
90706,BRAVO:ARR,618,Moerdijk - Drie hoefijzers,,3,0000ff,ffffff,
90707,BRAVO:ARR,620,Werkendam - Dordrecht,,3,0000ff,ffffff,
90708,BRAVO:ARR,621,'s-Hertogenbosch - Werkendam,,3,0000ff,ffffff,
90709,BRAVO:ARR,628,Hank - 's-Hertogenbosch,,3,0000ff,ffffff,
90710,BRAVO:ARR,631,Dongen - Rijen,,3,,,
90711,BRAVO:ARR,633,Wijk en Aalburg - Waalwijk,,3,0000ff,ffffff,
90712,BRAVO:ARR,670,Wagenberg - Andel Prinsentuin,,3,0000ff,ffffff,
90713,BRAVO:ARR,671,Oosterhout - Andel Prinsentuin,,3,0000ff,ffffff,
90714,BRAVO:ARR,672,Dongen - Andel Prinsentuin,,3,0000ff,ffffff,
90715,BRAVO:ARR,673,Dongen - Andel Prinsentuin,,3,0000ff,ffffff,
90716,BRAVO:ARR,674,Loon op Zand - Andel Prinsentuin,,3,0000ff,ffffff,
90717,BRAVO:ARR,675,Vlijmen - Andel Prinsentuin,,3,0000ff,ffffff,
90718,BRAVO:ARR,676,Hank - Andel Prinsentuin,,3,0000ff,ffffff,
87875,QBUZZ,562,Buurtbus Uithuizen - Loppersum,,3,,,
87876,QBUZZ,565,Buurtbus Houwerzijl - Leens,,3,,,
87877,QBUZZ,520,Beilen - Hoogersmilde,,3,,,
87878,QBUZZ,66,Zoutkamp - Groningen Zernike,,3,,,
87880,QBUZZ,107,Stadskanaal - Gieten - Groningen Zernike,,3,,,
87882,QBUZZ,173,Emmen - Ter Apel - Stadskanaal,,3,,,
87879,QBUZZ,73,Emmen - Ter Apel - Stadskanaal,,3,,,
87917,ARR,1,Leiderdorp Ziekenhuis - Leiden Station De Vink,,3,ff8000,000000,
87918,ARR,2,Leiderdorp Oranjewijk - Leiden Station De Vink,,3,ff8000,000000,
87919,ARR,3,Leiden Station De Vink - Leiden Merenwijk,,3,ff8000,000000,
87920,ARR,4,Leiden Station De Vink - Leiden Merenwijk,,3,ff8000,000000,
87921,ARR,5,Leiden Centraal - Voorschoten Starrenburg,,3,ff8000,000000,
87922,ARR,6,Leiden Centraal - Leiderdorp Leyhof,,3,ff8000,000000,
87923,ARR,7,Leiden Centraal - Zoeterwoude-Rd Grote Polder,,3,ff8000,000000,
87924,ARR,8,Leiden Centraal - Oegstgeest Haaswijk,,3,ff8000,000000,
87926,ARR,3,Station via Kerk en Zanen - Station,,3,800080,ffffff,
87927,ARR,400,Leiden Centraal - Zoetermeer,,3,ff0000,000000,
87928,ARR,410,Leiderdorp Ziekenhuis - Leiden Centraal,,3,ff0000,000000,
87929,ARR,430,Leiden Centraal - Katwijk ESA Estec,,3,ff0000,000000,
87930,ARR,431,Leiden Centraal - Katwijk Boulevard-Zuid,,3,ff0000,000000,
87932,ARR,470,Alphen aan den Rijn - Schiphol Airport,,3,ff0000,000000,
87934,ARR,722,Bodegraven - Alphen aan den Rijn,,3,808080,000000,
87935,ARR,723,Roelofarendsveen - Lisse,,3,808080,000000,
87936,ARR,724,Bodegraven via Woerden - Bodegraven,,3,808080,000000,
87938,ARR,726,Gouda via Reeuwijk - Gouda,,3,808080,000000,
87939,ARR,727,Ter Aar via Woubrugge - Ter Aar,,3,808080,000000,
87940,ARR,728,Boskoop via Boskoop Oost - Boskoop,,3,808080,000000,
87957,BRENG,57,Wageningen - Heteren - Arnhem,,3,,,
87963,BRENG,89,Nijmegen CS - Druten Busstation,,3,,,
87960,BRENG,12,Druten - Nijmegen CS,,3,,,
87954,BRENG,82,Millingen - Nijmegen CS,,3,,,
87961,BRENG,563,Wijchen Mozaiek - Batenburg RK Kerk,,3,,,
87970,BRENG,566,Spijk - Zevenaar Station,,3,,,
87969,BRENG,13,Dukenburg - Bijsterhuizen,,3,,,
87971,BRENG,569,Malden Schoolstraat - Middelaar Gemeenschapshuis,,3,,,
87885,QBUZZ,637,Zoutkamp - Groningen,,3,,,
87953,BRENG,65,Beuningen Kerk - Wijchen Mozaiek,,3,,,
87889,QBUZZ,678,Siddeburen - Woldendorp,,3,,,
87962,BRENG,564,Groesbeek Stekkenberg - Molenhoek Station,,3,,,
87972,BRENG,556,Heteren - Elst,,3,,,
87966,BRENG,10,Nijmegen CS - Heyendaal,,3,,,
87887,QBUZZ,641,Spijk - Woldendorp,,3,,,
87884,QBUZZ,617,Scheemda - Woldendorp,,3,,,
87886,QBUZZ,640,Appingedam - Woldendorp,,3,,,
88007,IFF:NS,Snelbus i.p.v. trein,Snelbus i.p.v. trein Leiden Centraal <-> Schiphol Airport,,3,,,
88009,RET,12,Rotterdam Centraal - Stadion Feijenoord,,0,,,
88010,BRAVO:ARR,82,Boxmeer - Venray Centrum,,3,,,
90719,BRAVO:ARR,685,Zundert - Etten-Leur,,3,,,
90720,BRAVO:ARR,820,Bravoflex,,3,,,
87978,BRENG,35,Bemmel - Elst - Zetten,,3,,,
87985,BRENG,29,Arnhem CS - Doetinchem,,3,,,
87976,BRENG,560,Herwen - Zevenaar Ziekenhuis,,3,,,
87983,BRENG,11,Beuningen - Nijmegen Dukenburg,,3,,,
87990,BRENG,565,Beuningen Kerk - Wijchen Mozaiek,,3,,,
87977,BRENG,61,Westervoort Station - Duiven Centerpoort Noord,,3,,,
87974,BRENG,555,Aerdt - Zevenaar - Groot Holthuizen,,3,,,
87981,BRENG,72,Arnhem CS - Huissen Bergerden,,3,,,
87989,BRENG,561,Wijchen Station - Malden Schoolstraat,,3,,,
87979,BRENG,76,Millingen - Groesbeek,,3,,,
87973,BRENG,562,Beek - Groesbeek - Malden,,3,,,
87982,BRENG,77,Arnhem CS - CIOS,,3,,,
87987,BRENG,10,Nijmegen CS - Heyendaal - CS,,3,,,
87984,BRENG,78,Papendal - Beekdal Lyceum,,3,,,
90727,ARR,1,Strandhotel - Veerdam,,3,,,
90728,ARR,2,Oosterreeweg - Veerdam,,3,,,
90729,ARR,3,Karrepad/Klein Zwitserland - Veerdam,,3,,,
90730,ARR,4,de Monnik - Veerdam,,3,,,
90731,ARR,5,Centrum VVV - Badstrand,,3,,,
90732,ARR,60,Echt - Maria Hoop,,3,00becd,000000,
90733,ARR,61,Roermond via Montfort - Echt,,3,00becd,000000,
90734,ARR,62,Roermond via Herkenbosch - Roermond.,,3,00becd,000000,
90735,ARR,63,Roermond via Posterholt - Roermond.,,3,00becd,000000,
90736,ARR,66,Venlo via Reuver - Roermond,,3,00becd,000000,
90737,ARR,67,Roermond via Linne - Echt,,3,00becd,000000,
90738,ARR,68,Roermond via Stevensweert - Echt,,3,00becd,000000,
90739,ARR,70,Venlo via Meijel - Weert,,3,00becd,000000,
90740,ARR,71,Weert via Roggel - Meijel,,3,00becd,000000,
90741,ARR,72,Roermond via Panningen - Venlo,,3,00becd,000000,
90742,ARR,73,Roermond - Weert,,3,00becd,000000,
90743,ARR,74,Nederweert via Weert - Stramproy,,3,00becd,000000,
90744,ARR,75,Meijel - Roermond,,3,00becd,000000,
90745,ARR,76,Maasbracht - Ell,,3,00becd,000000,
90746,ARR,77,Venlo via Kessel - Roermond,,3,00becd,000000,
90747,ARR,78,Baarlo - Grashoek,,3,00becd,000000,
90748,ARR,79,Horst/Sevenum - Panningen,,3,00becd,000000,
90749,ARR,80,Venray Station via Venray Centrum - Deurne,,3,00becd,000000,
90750,ARR,81,Venray via Wanssum - Well,,3,00becd,000000,
90751,ARR,82,Boxmeer - Venray Centrum,,3,00becd,000000,
90752,ARR,83,Nijmegen - Venlo,,3,00becd,000000,
90753,ARR,84,Boxmeer - Gennep,,3,00becd,000000,
90754,ARR,85,Siebengewald - Boxmeer,,3,00becd,000000,
90755,ARR,86,Venlo via Greenport - Horst,,3,00becd,000000,
90756,ARR,87,Venlo via Horst/Sevenum - Venray,,3,00becd,000000,
90757,ARR,88,Venlo via Grubbenvorst - Venray Station,,3,00becd,000000,
90758,ARR,89,Venray via Horst/Lottum - Venlo,,3,00becd,000000,
90759,ARR,279,Lottum - Evertsoord,,3,00becd,000000,
90760,ARR,289,Venray Station - Horst,,3,00becd,000000,
90761,ARR,298,Merselo - Blitterswijck,,3,00becd,000000,
90762,ARR,1,Venlo Station via Tegelen - Kaldenkirchen,,3,ff00ff,000000,
90763,ARR,2,Blerick Klingerberg - Venlo Station,,3,800080,ffffff,
90764,ARR,3,Blerick Vossener - Venlo Station,,3,339966,000000,
90765,ARR,4,Venlo Station via Stalberg - Venlo Station.,,3,ffcc00,000000,
90766,ARR,5,Venlo Station via Noorderpoort - Venlo Station.,,3,0000ff,ffffff,
90767,ARR,1,Kitskensberg via Donderberg - Roermond Station,,3,ff00ff,000000,
90768,ARR,2,Roermond - Herten,,3,800080,ffffff,
90769,ARR,1,Weert Station - Weert Boshoven,,3,ff00ff,000000,
90770,ARR,2,Weert Station - Laar,,3,800080,ffffff,
90771,ARR,3,Weert Station - Leuken,,3,339966,000000,
90772,ARR,4,Weert Station - Altweerterheide,,3,ffcc00,000000,
90773,ARR,662,Roermond - Herkenbosch,,3,00becd,000000,
90774,ARR,663,Roermond - Herkenbosch,,3,00becd,000000,
90775,ARR,672,Roermond - Panningen,,3,00becd,000000,
90776,ARR,674,Ospel - Weert,,3,00becd,000000,
90777,ARR,679,Horst/Sevenum - Panningen,,3,00becd,000000,
90778,ARR,683,Well - Venlo,,3,00becd,000000,
90779,ARR,684,Boxmeer - Gennep,,3,00becd,000000,
90780,ARR,687,Venlo - Horst,,3,00becd,000000,
90781,ARR,790,Weert via Ittervoort - Heythuysen,,3,00becd,000000,
88857,BRAVO:ARR,121,'s-Hertogenbosch - Gorinchem,,3,,,
88858,BRAVO:ARR,134,Raamsdonksveer - Waalwijk,,3,,,
90782,ARR,794,Boukoul - Roermond Leeuwen,,3,00becd,000000,
90783,ARR,796,Heythuysen - Nederweert,,3,00becd,000000,
90784,ARR,811,Vlinder Venlo,,3,00becd,000000,
90785,ARR,1,Malberg via MUMC - De Heeg,,3,ff00ff,000000,
90786,ARR,2,Oud Caberg via Heer - De Heeg,,3,800080,ffffff,
90787,ARR,3,Wolder via Koningsplein - Nazareth/P+R Noord,,3,339966,000000,
90788,ARR,4,Pottenberg/Caberg via Scharn - Valkenburg,,3,ffcc00,000000,
90789,ARR,5,Daalhof via MUMC - Heugem,,3,0000ff,ffffff,
90790,ARR,6,Daalhof via De Geusselt - Amby,,3,00ffff,000000,
90791,ARR,7,MUMC/MECC via Sibemaweg - Caberg/Pottenberg,,3,ffff00,000000,
90792,ARR,8,Maastricht Boschpoort via Bemelen - Valkenburg,,3,7570b3,000000,
90793,ARR,9,Maastricht Kon Emmaplein via Borgharen - Bunde,,3,99cc00,000000,
90794,ARR,10,P+R Noord via Centrum - Heer,,3,ff0000,000000,
90795,ARR,11,Maastricht Station via Centrum - Station.,,3,c6a572,000000,
90796,ARR,12,Maastricht Boschpoort - Villapark,,3,007446,ffffff,
90797,ARR,13,Maastricht Station - Kanne (B),,3,524fa2,ffffff,
90798,ARR,15,Daalhof via Station en MUMC - Eijsden,,3,00a886,000000,
90799,ARR,16,Sittard via Born - Obbicht,,3,00becd,000000,
90800,ARR,17,Sittard via NedCar/Holtum en Born - Sittard.,,3,00becd,000000,
90801,ARR,18,Sittard via Born en Holtum/NedCar - Sittard.,,3,00becd,000000,
90802,ARR,27,Kerkrade Parkstad Stadion - Herzogenrath,,3,00becd,000000,
90803,ARR,28,Nuth - Voerendaal,,3,00becd,000000,
90804,ARR,30,Maastricht via MA Airport - Sittard,,3,00becd,000000,
90805,ARR,32,Sittard via Stein / Beek en Geleen - Sittard.,,3,00becd,000000,
90806,ARR,33,Sittard via Geleen en Beek / Stein - Sittard.,,3,00becd,000000,
90807,ARR,35,Sittard via Susteren - Maaseik,,3,00becd,000000,
90808,ARR,36,Sittard via Schinveld - Brunssum,,3,00becd,000000,
90809,ARR,37,Sittard via Merkelbeek - Brunssum,,3,00becd,000000,
90810,ARR,39,Urmond via Berg a/d Maas - Sittard,,3,00becd,000000,
90811,ARR,40,Heerlen via Hoensbroek - Sittard,,3,00becd,000000,
90812,ARR,43,Heerlen via Simpelveld - Vaals,,3,00becd,000000,
90813,ARR,44,Heerlen via Parkstad Stadion - Aachen,,3,00becd,000000,
90814,ARR,47,Gulpen via Simpelveld - Parkstad Stadion,,3,00becd,000000,
90815,ARR,51,Valkenburg via Sibbe - Margraten,,3,00becd,000000,
90816,ARR,52,Heerlen via Hulsberg - Meerssen,,3,00becd,000000,
90817,ARR,53,Hoensbroek via Schinnen - Geleen,,3,00becd,000000,
90818,ARR,54,Gulpen via Valkenburg - Geleen,,3,00becd,000000,
90819,ARR,55,Gulpen via Ubachsberg - Heerlen,,3,00becd,000000,
90820,ARR,56,Valkenburg via Hoensbroek - Brunssum,,3,00becd,000000,
90821,ARR,57,Maastricht via Epen - Gulpen,,3,00becd,000000,
90822,ARR,59,Mamelis via Vijlen - Vaals,,3,00becd,000000,
90823,ARR,1,Hoensbroek via Heerlen - Bleijerheide,,3,ff00ff,000000,
90824,ARR,2,Brunssum/Hoensbroek via Heerlen - Bleijerheide,,3,800080,ffffff,
90825,ARR,3,Schinveld via Brunssum - Heerlen,,3,339966,000000,
90826,ARR,4,Hoensbroek via Heerlen - Parkstad Stadion,,3,ffcc00,000000,
90827,ARR,5,Heerlen via Landgraaf - Parkstad Stadion,,3,0000ff,ffffff,
90828,ARR,6,Kerkrade via Eygelshoven - Heerlen,,3,00ffff,000000,
90829,ARR,7,Ubach over Worms via Heerlen - Zuyderland MC,,3,ffff00,000000,
90830,ARR,8,Ubach over Worms - Heerlen,,3,7570b3,000000,
90831,ARR,9,Kerkrade via Luckerheide - Landgraaf Station,,3,99cc00,000000,
90832,ARR,10,Heerlen via Parkstad Stadion - Avantis,,3,ff0000,000000,
90833,ARR,259,Vaals Drielandenpunt - Vaals Busstation,,3,00becd,000000,
90834,ARR,321,Heerlen via Neerbeek - Beek,,3,00becd,000000,
90835,ARR,322,Heerlen via Chemelot - Beek,,3,00becd,000000,
90836,ARR,332,Sittard via Chemelot - Beek,,3,00becd,000000,
90837,ARR,350,Maastricht via Gulpen - Aachen,,3,0000ff,ffffff,
90838,ARR,1,Sittard Station via Baandert - Kemperkoul,,3,ff00ff,000000,
90839,ARR,2,Sittard Station via Stadhuis - Kemperkoul,,3,800080,ffffff,
90840,ARR,3,Sittard via Lindenheuvel - Geleen,,3,339966,000000,
90841,ARR,4,Sittard via Munstergeleen - Geleen,,3,ffcc00,000000,
90842,ARR,601,Heerlen - Kerkrade,,3,00becd,000000,
90843,ARR,603,Brunssum via Heerlen - Parkstad Stadion,,3,00becd,000000,
90844,ARR,606,Kerkrade via Eygelshoven - Zuyd Hogeschool,,3,00becd,000000,
90845,ARR,615,Maastricht - MUMC,,3,00becd,000000,
90846,ARR,616,Sittard via Born - Obbicht,,3,00becd,000000,
90847,ARR,617,Sittard via NedCar - Holtum,,3,00becd,000000,
90848,ARR,618,Sittard via NedCar - Holtum,,3,00becd,000000,
90849,ARR,632,Sittard Station - Chemelot Campus,,3,00becd,000000,
90850,ARR,637,Sittard Sportzone - Brunssum,,3,00becd,000000,
90851,ARR,639,Urmond via Berg a/d Maas - Sittard,,3,00becd,000000,
90852,ARR,640,Hoensbroek - Sittard Sportzone,,3,00becd,000000,
90853,ARR,643,Heerlen via Parkstad Stadion - Vaals,,3,00becd,000000,
90854,ARR,647,Gulpen via Simpelveld - Parkstad Stadion,,3,00becd,000000,
90855,ARR,650,Bocholtz via Gulpen - Maastricht Centrum,,3,00becd,000000,
90856,ARR,652,Heerlen via Zuyd Hogeschool - Voerendaal,,3,00becd,000000,
90857,ARR,655,Gulpen via Ubachsberg - Heerlen,,3,00becd,000000,
90858,ARR,657,Mheer via Banholt - Gulpen,,3,00becd,000000,
90859,ARR,658,Gulpen - Heerlen,,3,00becd,000000,
90860,ARR,659,Maastricht via Gulpen - Vaals,,3,00becd,000000,
90861,ARR,723,Landgraaf Station - Ubach Palenberg,,3,00becd,000000,
90862,ARR,791,Meerssen via Valkenburg - Eijsden,,3,00becd,000000,
90863,ARR,797,Beek-Elsloo via Geulle - Meerssen,,3,00becd,000000,
90864,ARR,SB3,Geilenkirchen - Sittard,,3,00becd,000000,
90865,ARR,805,Vlinder Sittard Kemperkoul,,3,00becd,000000,
90866,ARR,1,Capital Programme - Plaza,,3,,,
90867,ARR,3,P3 - Vertrekhallen - Plaza,,3,,,
90870,ARR,42,Tiel - Druten,,3,,,
90872,ARR,44,Tiel via Maurik - Wageningen,,3,,,
90874,ARR,45,Tiel via Ochten - Wageningen,,3,,,
90876,ARR,46,Tiel - Culemborg,,3,,,
90878,ARR,47,Geldermalsen - Gorinchem,,3,,,
90880,ARR,49,Zaltbommel - Brakel,,3,,,
90882,ARR,67,Kerkdriel - Zaltbommel,,3,,,
90884,ARR,68,Zaltbommel - Poederoijen,,3,,,
90886,ARR,85,Druten - Nijmegen,,3,,,
90888,ARR,146,Culemborg - Vianen,,3,,,
90890,ARR,165,Druten - 's-Hertogenbosch,,3,,,
90892,ARR,166,Well - 's-Hertogenbosch,,3,,,
90894,ARR,237,Heteren - Kesteren,,3,,,
90896,ARR,244,Tiel - Zoelen,,3,,,
90898,ARR,245,Tiel Station - Tiel Oost,,3,,,
90900,ARR,248,Tiel - Zaltbommel,,3,,,
90902,ARR,260,Geldermalsen - Leerdam,,3,,,
90904,ARR,261,Geldermalsen via Est - Geldermalsen,,3,,,
90906,ARR,262,Geldermalsen - Tricht,,3,,,
90908,ARR,263,Maurik - Beusichem,,3,,,
90910,ARR,265,Beneden-Leeuwen - Dreumel,,3,,,
90912,ARR,266,Zaltbommel - Wijk en Aalburg,,3,,,
90914,ARR,267,Hedel - Zaltbommel,,3,,,
90916,ARR,268,Zaltbommel - Giessen,,3,,,
90918,ARR,543,Tiel - Geldermalsen,,3,,,
90920,ARR,626,Hedel - Gorinchem,,3,,,
90922,ARR,641,Lienden/Eck en Wiel - Culemborg,,3,,,
90924,ARR,647,Enspijk via Geldermalsen - Gorinchem,,3,,,
90926,ARR,648,Zaltbommel - Tiel,,3,,,
90928,ARR,649,Brakel - Zaltbommel,,3,,,
90930,ARR,650,Leerdam - Culemborg,,3,,,
90932,ARR,660,Asperen - Leerdam,,3,,,
90934,ARR,664,Zaltbommel - Heerewaarden,,3,,,
90936,ARR,665,Dreumel - 's-Hertogenbosch,,3,,,
90938,ARR,667,Kerkdriel - Zaltbommel,,3,,,
90940,ARR,668,Velddriel - Andel,,3,,,
90942,ARR,669,Zaltbommel - Wijk en Aalburg,,3,,,
90944,ARR,673,Leerdam - Gorinchem,,3,,,
90946,ARR,840,Vlinder Tiel,,3,,,
90948,ARR,860,Vlinder Bommelerwaard,,3,,,
90949,RRREIS,1,Enschede Wesselerbrink - Universiteit Twente,,3,ff8040,000000,
90950,RRREIS,2,Enschede Helmerhoek - Deppenbroek,,3,ff5f11,000000,
90951,RRREIS,3,Glanerbrug - Enschede,,3,f89207,000000,
90952,RRREIS,4,Enschede Stroinkslanden - 't Zwering,,3,f16b45,000000,
90953,RRREIS,5,Enschede CS - Helmerhoek,,3,f5b734,000000,
90954,RRREIS,6,Enschede CS - Stokhorst,,3,804000,ffffff,
90955,RRREIS,7,Enschede CS - Marssteden v.v.,,3,aa7004,000000,
90956,RRREIS,9,Hengelo - Enschede,,3,004000,ffffff,
90957,RRREIS,10,Hengelo CS - Veldwijk,,3,0080c0,000000,
90958,RRREIS,11,Hengelo CS - Hasseler Es,,3,0000ff,ffffff,
90959,RRREIS,12,Hengelo Gezondheidspark - Groot Driene,,3,0080ff,000000,
90960,RRREIS,13,Hengelo CS - Slangenbeek,,3,004080,ffffff,
90961,RRREIS,21,Almelo CS - Windmolenbroek,,3,008000,ffffff,
90962,RRREIS,22,Almelo CS - Windmolenbroek,,3,008000,ffffff,
90963,RRREIS,23,Almelo CS - Schelfhorst,,3,6bab14,000000,
90964,RRREIS,24,Almelo CS - Schelfhorst,,3,21b142,000000,
90965,RRREIS,26,Almelo CS - Ziekenhuis,,3,00ff00,000000,
90966,RRREIS,51,Hengelo - Almelo,,3,8080c0,000000,
90967,RRREIS,53,Hengelo - Eibergen,,3,ff8000,000000,
90968,RRREIS,53,Hengelo - Eibergen,,3,ff8000,000000,
90969,RRREIS,60,Oldenzaal - Enschede,,3,804000,ffffff,
90970,RRREIS,61,Overdinkel - Enschede,,3,808040,000000,
90971,RRREIS,62,Denekamp - Enschede,,3,000080,ffffff,
90972,RRREIS,63,Borculo - Enschede,,3,000080,ffffff,
90973,RRREIS,64,Oldenzaal via Ootmarsum - Almelo,,3,fcd703,000000,
90974,RRREIS,65,Hengelo - Tubbergen,,3,ff8000,000000,
90975,RRREIS,66,Overdinkel - Almelo,,3,400040,ffffff,
90976,RRREIS,80,Hardenberg - Westerhaar,,3,ff00ff,000000,
90977,RRREIS,81,Ommen - Almelo,,3,ff0080,000000,
90978,RRREIS,83,Vriezenveen - Almelo,,3,ff80c0,000000,
90979,RRREIS,95,Borculo - Almelo,,3,800000,ffffff,
90980,RRREIS,96,Rijssen - Nijverdal,,3,ff8000,000000,
90981,RRREIS,97,Haaksbergen - Holten,,3,0080ff,000000,
90982,RRREIS,98,Neede via Delden - Almelo,,3,400040,ffffff,
90983,RRREIS,505,Enschede CS - Hogeland,,3,,,
90984,RRREIS,506,Boekelo - Enschede,,3,,,
90985,RRREIS,508,Enschede De Cromhoff - Stroinkslanden,,3,,,
90986,RRREIS,513,Nijverdal - Raalte,,3,,,
90987,RRREIS,525,Almelo Station - Aalderinkshoek,,3,,,
90988,RRREIS,530,Borne Station - Bornsche Maten v.v.,,3,,,
90989,RRREIS,531,Borne Station - Stroom Esch v.v.,,3,,,
90990,RRREIS,532,Borne Station - Letterveld v.v.,,3,,,
90991,RRREIS,591,Bruinehaar - Tubbergen,,3,,,
90992,RRREIS,592,Weerselo - Borne,,3,,,
90993,RRREIS,593,De Lutte - Oldenzaal,,3,,,
90994,RRREIS,594,Daarlerveen/Den Ham - Nijverdal,,3,,,
90995,RRREIS,595,Buurse - Haaksbergen,,3,,,
90996,RRREIS,596,Ootmarsum - Denekamp,,3,,,
90997,RRREIS,597,Nijverdal - Hellendoorn,,3,,,
